event_name,event_date,event_time,event_location,event_description,hosted_by,price,event_url
Tech Talk with Reed Smith,Mon Oct 6,3:00 pm,SOMA,"You are cordially invited to an exclusive evening with Reed Smith during SF Tech Week 2025! Join us at our San Francisco office for a vibrant reception designed to connect leading minds from across the tech industry. Engage in conversations with fellow innovators, entrepreneurs, and our experienced US team. Experience the excitement of a live broadcast of our acclaimed Tech Law Talks podcast, where we’ll explore one of the most urgent debates of our era: Should AI be regulated now, or are we moving too fast? Settle in and be part of a dynamic conversation that delves into the complex relationship between innovation and regulation in the world of artificial intelligence. Our panel will discuss whether early regulation is a safeguard against potential disasters or a barrier that could stifle groundbreaking progress. Topics will include: • Kickoff: “AI is moving faster than law — should we regulate now?” • Debate: Innovation vs. guardrails (pros/cons). • Case studies: A few recent controversies (deepfakes, AI bias, copyright fights). • Ethics & power: What should AI never do? Who decides? • Forecast: Where is regulation most likely to land, and what does it mean for builders and investors? • Audience Q&A / poll: Do you want more or less AI regulation right now? Whether you’re passionate about AI, skeptical of its promises, or simply curious about where technology is headed, this event is your opportunity to join the discussion, share your thoughts, and connect with others who are equally engaged in the future of innovation. We look forward to welcoming you for an evening of insight, connection, and celebration. This event is a part of #SFTechWeek—a week of events hosted by VCs and startups to bring together the tech ecosystem. Learn more at www.tech-week.com.",,,https://partiful.com/e/yXtmplYXe2rNlRBwa4Sv
Celebrating the Cyber60: Where Cybersecurity Innovation Meets Investment,Tue Oct 7,4:00 pm,FiDi (SF),Join Lightspeed Venture Partners and AWS for an exclusive reveal of the Fortune Cyber60 Report Finalists - Lightspeed Venture Partners’ definitive ranking of the most promising venture-backed cybersecurity companies.,,$300,https://pages.awscloud.com/NAMER-field-T3-cyber60-showcase-lightspeed-2025-reg-event.html?trk=ffa2c4c9-8a4a-4a60-a258-b061e7c14cad&sc_channel=el
VCPE & Family Offices DINNER @ OLHSO HOUSE,Tue Oct 7,6:00 pm,San Mateo,"VCPE & Family Offices DINNER @ OLHSO HOUSE RESTAURANT ​We have a limited guest list due to venue capacity. Priority access for guests of VCPE GROUPS, ECVC ACCELERATOR, The OLHSO & partners. If your registration is approved, your pass is non-transferable and does not include +1. Please have your colleague or guest register separately. Thanks for your interest! ​​This event is a part of #SFTechWeek - a week of events hosted by VCs and startups to bring together the tech ecosystem. https://www.tech-week.com/ ​VC/PE GROUPS is a peer group that supports the growth and establishment of diverse and exceptional, high performing emerging managers, investors and founders to build the ecosystem. About OLHSO: We’re scaling Olhso—robotic Korean BBQ micro-restaurants that operate 24/7 with no staff here in San Mateo. Imagine a full-service dining experience running in the space of a parking spot, with menus and cuisines updated via software. No more queues, no late-night closures. We’re not just building restaurants—we’re creating the infrastructure layer for how food will be consumed globally. ​",,,https://partiful.com/e/fz131RptYTXYhBl8izNF
AI search writes the story – make it yours.,Thu Oct 9,6:00 pm,,"Pssst, you. Yes, you. We know you can’t hear any more buzzwords like vibe coding and generative AI. And you’re searching for what’s REALLY next in AI. So Limy is here for you with the official refresher of a16z Tech Week! Get ready for bold ideas, sharp insights, and unfiltered conversations about the future of how we search, discover, and interact with information. This isn’t another surface-level talk - it’s the roadmap to what’s coming. Highlight: an exclusive panel featuring a very special guest (soon to be revealed). Come for the vision, stay for the vibe: curated cocktails, elevated finger food, and a room full of people shaping the future. See you there. This event is a part of #SFTechWeek—a week of events hosted by VCs and startups to bring together the tech ecosystem. Learn more at www.tech-week.com.",,,https://partiful.com/e/dYFIFrSv1rSZ7T1vhOS9
vCluster Game Night,Thu Oct 9,6:00 pm,FiDi (SF),"vCluster Game Night! Join us during SF Tech Week for an evening of fun, networking, and a little friendly competition at Subpar Miniature Golf in Ghirardelli Square. Take a tour of San Francisco like you’ve never seen it before, one putt at a time. Each hole brings a local landmark to life, from iconic spots that first-time golfers will breeze through to tricky challenges that will test even the pros. Your ticket includes: ✔️ One full round of miniature golf ✔️ Arcade cards with unlimited games for 2 hours Come for the golf, stay for the conversations, and enjoy the perfect mix of tech, community, and play. This event is a part of #SFTechWeek—a week of events hosted by VCs and startups to bring together the tech ecosystem. Learn more at www.tech-week.com.",,,https://partiful.com/e/M1OgNw3ir41JqEZzgE9w
Zendesk AI Effect Happy Hour,Fri Oct 10,4:00 pm,,"Based on our latest insights from the Zendesk AI Effect report, organizations that have embraced AI are delivering outsized impact and delivering better service – leading to happier customers. Join us on Friday, October 10th at our HQ to dive deeper into these findings followed by a lively happy hour featuring tasty bites, refreshing beverages, and live music. Spots are limited, register now to secure your spot! This event is a part of #SFTechWeek—a week of events hosted by VCs and startups to bring together the tech ecosystem. Learn more at www.tech-week.com.",,,https://partiful.com/e/IGdylIM49GWIvqX0bGXP
Founders Shaping the Future: California M&A Policy Path Forward,Mon Oct 6,10:30 am,Chinatown,Founders Shaping the Future: California M&A Policy Path Forward #SFTechWeek,"innovation, and rooted in opportunity. We make AI legible and actionable for the country by creating shared resources, convening high-trust policy spaces, and scaling what works. SeedAI helps America explore, test, and grow with speed, clarity, and openness.",,https://aws.amazon.com/startups/events/founders-shaping-the-future-california-ma-policy-path-forward?trk=4ac5f417-2a94-4876-a3bf-6c50b8ac84f8&sc_channel=el
AI Matchmaking for Founders and Investors,Thu Oct 9,7:00 pm,Palo Alto,Single? Frustrated with Raya and Hinge? Come through to get matched with a solid date. This event is a part of #SFTechWeek—a week of events hosted by VCs and startups to bring together the tech ecosystem. Learn more at www.tech-week.com.,Shan,,https://partiful.com/e/oqCkIjYPXDEmv8AavQA2
The Bond Sessions: Startup Capital's Inner Circle,Thu Oct 9,5:30 pm,FiDi (SF),"Join The Bond Fund team on for an exclusive evening during a16z Tech Week. Connect with seasoned seed-stage investors, discover our investment thesis, and network with fellow startup enthusiasts in an intimate setting. During this curated gathering, you'll have the opportunity to: Learn about The Bond Fund's investment focus and the types of startups we back. Meet and connect with experienced investors from our community. Learn best practices and insider tips that could shape your investment journey. Whether you're a seasoned startup investor, or investor curiosity but haven't made an investment yet, this event offers the perfect blend of insights and networking in the heart of San Francisco. We look forward to seeing you there! This event is a part of #SFTechWeek—a week of events hosted by VCs and startups to bring together the tech ecosystem. Learn more at www.tech-week.com.",The Bond Fund,,https://partiful.com/e/K0WQ5PUdBnAriYa8ZC9o
Startup Social Club,Thu Oct 9,7:00 pm,Hayes Valley,"Will your next milestone come from one more line of code, or a handshake? ​Startup Social Club is your excuse to ditch the calendar and hang with other founders, operators, and VCs. ​No pitches, no panels — just good people and better convos. ​Brought to you by Caladan (www.trycaladan.com) — Uber for Software Engineering. This event is a part of #SFTechWeek—a week of events hosted by VCs and startups to bring together the tech ecosystem. Learn more at www.tech-week.com.",,,https://partiful.com/e/F4FdL3t1RZCQmunhXnyd
Off the Record: Quiet Opportunities in AI,Thu Oct 9,5:00 pm,,"A private gathering for those building what others haven’t noticed yet We’re bringing together 50 founders, researchers, and investors for a private event in Napa Valley. No stages. No press. Just real conversations about where the next wave of AI value is hiding and how to build for it before the noise sets in. This isn’t about echoing what’s trending. It’s about surfacing the underexplored, the overlooked, and the underbuilt. What to expect • A curated group of 50 builders, alignment researchers, AI infra founders, and select investors • Fireside panel with researchers from leading frontier AI labs • Relaxed setting with great wine, great food, and high-signal conversations • Optional 7-minute lightning talks on what others might be sleeping on",,,https://partiful.com/e/0umvCyxwYRxGF20PSAjE
"Navigating Capital Markets: Insights, Strategies, and Leadership",Tue Oct 7,8:00 am,SOMA,"Join PwC at our San Francisco tech week event in partnership with A16z. This event is designed for you—a chance to gain fresh insights, connect with fellow industry leaders, and explore the evolving capital markets together. As the capital markets shift and the IPO window cautiously reopens, CFOs are once again in the spotlight. This event is designed specifically for financial leaders navigating uncertainty, evaluating exit opportunities, and preparing their companies for the next stage of growth — whether that’s IPO, M&A, or strategic capital planning. We’re thrilled to host you for an exciting panel and dynamic conversation—plus plenty of opportunities to connect and network! By registering for this event, you consent to receive post-event communications from the hosts.",,,https://partiful.com/e/jJm5Rr0G9v2zQ4hb0MH5
Dealroom: Robotics & AI Tackling Labor Shortages,Tue Oct 7,6:00 pm,Cow Hollow,"Join us for an evening exploring how robotics and artificial intelligence are addressing the most acute workforce shortages in logistics, manufacturing, and beyond. We’ll sit down with Nikhil Naikal, founder and CEO of Kinetic Automation. Nikhil built multiple companies backed by leading VC firms like Lightspeed VP, Menlo Ventures, Lux Capital, and more. Nikhil brings deep perspective from building at the front lines of automation and AI, sharing insights into scaling robotics in real-world environments where skilled labor is scarce. Expect candid insights on: -Why labor shortages are accelerating demand for robotics & AI. -How automation startups scale from lab to warehouse to factory floor. -Where the investment dollars are flowing—and what comes next. Come for the conversation, stay for drinks and networking with fellow builders, investors, and operators. This event is a part of #SFTechWeek—a week of events hosted by VCs and startups to bring together the tech ecosystem. Learn more at www.tech-week.com.",,,https://partiful.com/e/qzUCgSV8nVKQOiG3h7bV?
[System Thinking Session],Fri Oct 10,9:30 am,San Mateo,"Price: Free Donation Link: https://donate.stripe.com/dR64jd8jacFOdbOcMM Climate change is a growing, urgent global problem that will increase the number of irreversible disasters if we don’t take action now. Oftentimes, climate stakeholders may prefer the direct positive climate impacts; however, to solve the climate problem at scale in time with limited resources, we need system thinking to multi-solve the climate problem. Don't miss the chance to explore the system thinking in climate ecosystem! This event is a part of #SFTechWeek—a week of events hosted by VCs and startups to bring together the tech ecosystem. Learn more at www.tech-week.com.",,Free,https://partiful.com/e/AZv4aiZwyuZYbx4ZAK0Q
Scaling Over Cocktails,Thu Oct 9,5:30 pm,,"IBM Ventures and a16z speedrun will host a lively evening of big ideas, drinks, and bites as they bring together founders, investors, and innovators shaping the future of tech. This is your chance to mix, mingle, and spark new collaborations with some of the brightest minds in venture and the startup ecosystem spanning various industries in the Bay Area. More details to come. This event is a part of #SFTechWeek—a week of events hosted by VCs and startups to bring together the tech ecosystem. Learn more at www.tech-week.com. IBM may take group photos or perform live streaming during the event for promotional purposes.",,,https://partiful.com/e/16fApJncyGU9lV1U5KaL
AI in the Real World,Wed Oct 8,5:00 pm,,This event is a part of #SFTechWeek—a week of events hosted by VCs and startups to bring together the tech ecosystem. Learn more at www.tech-week.com.,AI Squared,,https://partiful.com/e/4JNbqSdTaO8nikewT5u4
Anthropic AI Founder Salon,Tue Oct 7,Invite Only,Downtown (SF),Join the Anthropic team and co-founder Ben Mann for an exclusive Tech Week gathering bringing together technical decision-makers and AI builders scaling their companies. What to Expect: - Deep-dive sessions on Claude's capabilities and latest features - Insights on building and scaling AI companies and products - Latest research updates from Anthropic's team - Direct access to Anthropic's Startup and Research teams - Credits for all founders attending the event Connect with fellow founders and creators ready to dive into technical details about building with LLMs. Light bites and refreshments will be served throughout the event and networking reception. Please Note: This is a limited-availability event requiring approval to attend. This event is part of SF Tech Week—a week of events hosted by VCs and startups to bring together the tech ecosystem. Learn more at www.tech-week.com.,,,https://partiful.com/e/hUd3ekBEfQG0ZIfWtqj4
"IPOs, Exits and What’s Next: The Information & NYSE",Thu Oct 9,5:30 pm,SOMA,"IPOs, Exits and What’s Next: After a period of uncertainty, the market for public listings and other exit options continues to gain momentum. This panel will unpack current market conditions, what recent IPOs can teach us, and how executives are weighing the full spectrum of exit strategies. Speakers to be announced soon. This event is a part of #SFTechWeek—a week of events hosted by VCs and startups to bring together the tech ecosystem. Learn more at www.tech-week.com. Please note, as an attendee you'll be included in the event's attendee list. You may also be photographed during the event and photos may be posted to our site or on social media. Contact a member of our team if you do not wish to be photographed on the day of the event. By registering for this event, you acknowledge that information you provide when registering will be shared with the account owner, host, and partner/sponsor and can be used in marketing campaigns and shared by them in accordance with their Terms and Privacy Policy.",,,https://partiful.com/e/l2vmgnK51V8b8867OLGY
AI Dinner for Internal Audit Leaders,Wed Oct 8,6:00 pm,,"Join us for a special evening with select Internal Audit leaders to discuss the future of the audit, and enjoy a memorable dining experience at one of San Francisco’s top culinary destinations, where seasonal ingredients meet elegant simplicity. We'll open up with a few quick talks from the prominent CAE leaders, and spend the rest of the evening enjoying casual conversations. This event is hosted by Bead AI – we're automating SOX testing with AI. This event is a part of #SFTechWeek—a week of events hosted by VCs and startups to bring together the tech ecosystem. Learn more at www.tech-week.com.",Bead AI,,https://partiful.com/e/Ebu0Pcy8xhSK8JQFOFyT
BioPioneers Networking event,Wed Oct 8,6:00 pm,Downtown (SF),"Join us for SF Tech Week at Madarae! BioPioneers invites professionals and enthusiasts across life sciences, techbio, healthcare, and healthtech to an informal happy hour at Madarae Lounge, San Francisco. Come connect, share ideas, and build meaningful relationships with peers in the ecosystem. This is an unsponsored event—attendees will be responsible for their own food and drinks. About Us BioPioneers is a founder-first non-profit dedicated to fostering networking and collaboration in the life sciences sector. We bring together biotech leaders, investors, entrepreneurs, and cross-sector professionals to cultivate a vibrant community where innovation and careers can thrive. Who Should Join? Biotech & pharma professionals Techbio & healthtech founders and builders Investors & VCs Academia & research leaders Legal, marketing, and other ecosystem partners Want to Get Involved? If you’d like to share your story, host a future event, or sponsor an initiative, reach out—we’d love to collaborate. 📩 Contact: info@biopioneers.org 🌐 Visit us: biopioneers.org This event is a part of #SFTechWeek—a week of events hosted by VCs and startups to bring together the tech ecosystem. Learn more at www.tech-week.com.",,,https://partiful.com/e/w2tfxacTdYI4n9xhrn7Z
Barry's Fidi Private Class,Fri Oct 10,2:00 pm,,Join us in the Red Room for a 50 minute HIIT group workout brought to you by Barry's Fidi. Stay for a quick networking moment as we provide refreshments and small bites to keep you fueled for #SFTechWeek This event is a part of #SFTechWeek—a week of events hosted by VCs and startups to bring together the tech ecosystem. Learn more at www.tech-week.com.,Barry's Fidi,,https://partiful.com/e/Tvbe3PxZ9zuVqQCEPvE4
Atlassian: Unleash Every Startup,Thu Oct 9,4:30 pm,FiDi (SF),"Join Atlassian to celebrate the growth of Atlassian for Startups (https://atlassian.com/startups), an offering of Atlassian products specifically for early-stage companies! 🎉 Come meet founders, investors, leaders from Atlassian and the Atlassian for Startups team! Bites and beverages served throughout the evening. The exact location in FiDi SF will be revealed closer to the event. This event is a part of #SFTechWeek—a week of events hosted by VCs and startups to bring together the tech ecosystem. Learn more at www.tech-week.com.",,,https://partiful.com/e/TrACgDBwlDBQUeIIFLmO
Experience Mixstream,Thu Oct 9,7:00 pm,,This event is a part of #SFTechWeek—a week of events hosted by VCs and startups to bring together the tech ecosystem. Learn more at www.tech-week.com.,,,https://partiful.com/e/57YfBhUyoWpqevqUQqyO
Why Most Startups Don’t Scale: The 15 GTM Mistakes Nobody Talks About,Wed Oct 8,5:30 pm,Downtown (SF),"You’ve nailed the product. You’ve raised the round. The team is running full speed. But the results don’t add up. Pipeline’s soft. Conversion’s flat. Revenue’s unpredictable. Is it the messaging? The team? The motion? Or is something more foundational—and systemic—getting in your way? This isn’t a hype session. It’s a teardown of the 15 GTM problems that stop great companies from scaling. Each one’s based on real data, real leadership stories from Silicon Valley, and real pain. Join Lydia Flocchini and Tim Hillison—Certified GTM Partners, 3x CMOs, and rare GTM operators and engineers. They cut through noise and show what actually works when growth is on the line. This event is a part of #SFTechWeek—a week of events hosted by VCs and startups to bring together the tech ecosystem. Learn more at www.tech-week.com.",,,https://partiful.com/e/m8HtF02VzUv7BTzHFthL
Culture to Capital: The Global Majority AI Revolution,Wed Oct 8,Invite Only,East Bay,,,,#
The Civic Stack: A Salon on Democracy,Thu Oct 9,7:00 pm,Mission,"Bringing together civic tech builders, activists, and political philosophers including Claire Shorall from Sway (community voting blocs, Neo-backed), César Balmaseda from Próspera (semi-autonomous Honduran private city backed by Balaji Srinivasan), and more for an intimate salon exploring how to rebuild political engagement from the ground up. We’ll start with a panel dissecting the current civic tech stack—what’s broken, what’s working, and where the opportunities lie. Then participants will break into interactive workshops to design better platforms for political engagement, testing their concepts on live San Francisco policy issues. You’ll experiment with different approaches to civic participation and discover which design choices actually move the needle on democratic involvement. Hosted by The Maaya Movement Institute, a youth-led legal action and research institute committed to creating a world where everyone can fully participate in civic, social, and economic life. This event is a part of #SFTechWeek—a week of events hosted by VCs and startups to bring together the tech ecosystem. Learn more at www.tech-week.com.",,,https://partiful.com/e/Ji5SZUFiR1JURV15vC2p
Founders Dinner by SparkLabs,Tue Oct 7,6:00 pm,,"Founders Dinner! Host by SparkLabs, which is an early-stage VC firm that has invested over 600 startups across the globe since 2013. Join us for a casual evening of great food, networking and storytelling.",,,https://partiful.com/e/BQ7olN70o5eCziM4DTdL
Building What's Next: AI-Native Infrastructure Lessons from the Trenches,Fri Oct 10,4:00 pm,Palo Alto,"Behind every AI demo are months of hard engineering. The reality: today’s infrastructure wasn’t built for the demands of what's possible ahead. Those on the frontlines are discovering what works, what breaks, and what needs to be rebuilt from scratch. This session brings those hard-earned lessons into the open. Expect candid insights from teams like Aperture Data who are rethinking data systems, scaling architectures, and solving problems most of the industry hasn’t hit yet. If you want to understand where AI-native infrastructure is actually headed—not just on slides but in production—this is the room to be in. Presented by: Future | Futures This event is a part of #SFTechWeek—a week of events hosted by VCs and startups to bring together the tech ecosystem. Learn more at www.tech-week.com.",,,https://partiful.com/e/ylitaWJlUNjHS7WQ2Qbd
CMO Dinner: Winning AI Mindshare for Your Product,Thu Oct 9,7:00 pm,,"AI has become the new gatekeeper of attention. Whether it’s discovery, recommendations, or search, the way products get noticed is changing fast. This Tech Week, we’re bringing CMOs, growth leaders, and brand builders together for a private dinner + workshop. Over great food and conversation, we’ll break down how products capture AI attention—and why it matters for your brand’s growth. 🍽️ What to Expect: A curated dinner with fellow CMOs and marketing leaders A hands-on workshop designed to cut through the buzz and give you practical clarity One key action you’ll walk away with to help your product stand out in an AI-first world This isn’t just another panel or fireside chat—it’s intimate, collaborative, and outcome-driven. This event is a part of #SFTechWeek—a week of events hosted by VCs and startups to bring together the tech ecosystem. Learn more at www.tech-week.com.",,,https://partiful.com/e/y2bfUirioTPU6XrKH21P
Overlook x a16z Investor Dinner,Tue Oct 7,6:00 pm,,"Private Dinner | SF Tech Week An intimate, invite-only dinner (25 guests only) bringing together a curated mix of early-stage and frontier-tech investors—angels, LPs, and family offices—around one table. The evening will focus on frontier themes at the intersection of risk, data, and technology—from autonomy and cybersecurity to risk transfer and AI-driven infrastructure—areas that are reshaping industries and markets alike. The format: a moderated dinner discussion designed to spark candid dialogue, collaboration, and knowledge-sharing among investors who are building conviction in complex, high-stakes markets, as well as those eager to lean in and learn more. Co-hosted by Overlook Ventures & a16z Speedrun, this private dinner is designed for emerging managers, VCs, angels, and LPs to connect and exchange perspectives in an intimate setting. This event is a part of #SFTechWeek—a week of events hosted by VCs and startups to bring together the tech ecosystem. Learn more at www.tech-week.com.",,,https://partiful.com/e/oYJsncQ86pZBM7epl6rs
a16z speedrun Titans of New Media Dinner,Mon Oct 6,6:00 pm,SOMA,"The a16z speedrun ""Titans of New Media"" dinner is a private, off-the-record event. The dinner will take place on the evening of Monday, October 6th. We'll have a residence w/ staff for a cocktail hour + a private chef for dinner. ☝️ Accepted guests are also welcome to attend the a16z speedrun DEMO DAY, which takes place the following day at the Yerba Buena Center for the Arts. Ask Ryan Rigney for details. 🕒 6:00–9:00pm (cocktails + dinner, we'd appreciate it if you can stay for the duration of the event) ✅ Bring ID for check-in 🍽 Dietary restrictions? Let us know 👥 Expect a great group 👗 Smart casual | 🧥 Coat check available 🔒 Private, off-the-record event This event is a part of #SFTechWeek—a week of events hosted by VCs and startups to bring together the tech ecosystem. Learn more at www.tech-week.com.",,,https://partiful.com/e/C2ZredvfhrKZ7ZwwUHPL
AI x Nails: AI-Powered Nail Design & Salon Tech,Mon Oct 6,5:30 pm,SOMA,"A chill happy hour for beauty + tech people Pull up for a laid-back evening exploring how AI is transforming the way we search, discover, and experience nail services. From smarter ways to find the right design or artist to tech that’s streamlining salon bookings, we’re diving into the future of beauty discovery, over drinks, of course. No panels, no pressure, just cool people, cool tech, and maybe a surprise or two 💅🏽✨ This event is a part of #SFTechWeek—a week of events hosted by VCs and startups to bring together the tech ecosystem. Learn more at www.tech-week.com.",,,https://partiful.com/e/51JQSzE8rY21lTu6ZHUE
The Future is Human (and AI),Wed Oct 8,6:30 pm,SOMA,"AI is no longer just powering the tools we use. It is reshaping the way we connect, create, and communicate. Join Tavus for a lively panel and happy hour during SF Tech Week as we explore the intersection of humanity and artificial intelligence. We will dive into how conversational video, digital twins, and next generation interfaces are making digital experiences feel more human than ever before. Expect thought provoking insights from leaders building at the cutting edge, followed by an open networking happy hour designed to spark new conversations and connections. Come for the ideas, stay for the drinks. This event is a part of #SFTechWeek—a week of events hosted by VCs and startups to bring together the tech ecosystem. Learn more at www.tech-week.com.",,,https://partiful.com/e/JuniQzcyDASrOi51L0jA
Design the future of hyper-personalized learning with MOSaiC,Fri Oct 10,4:00 pm,FiDi (SF),"We're disrupting education so you can be a mosaic of all facets of you not just career or academics. Be MOSaiC. Be YOU! Join us to launch MOSaiC with bemosaic.ai with live product demos and audience input in designing the future of learning and self-development. Hear our panel with Industry leaders in AI, Ed-Tech and Consumer tech on the disruption of the ed-tech and consumer-tech markets with AI. Panelist details coming soon! This event is a part of #SFTechWeek—a week of events hosted by VCs and startups to bring together the tech ecosystem. Learn more at www.tech-week.com.",D,,https://partiful.com/e/3C8khDIn2D9NMfCoC8Sx
Developer Marketing Happy Hour,Thu Oct 9,6:00 pm,,"Whether you’re in DevRel, product marketing, growth, community, or content, this happy hour is your spot to trade ideas, swap war stories, and connect with the people shaping how developers find and fall in love with new tech. This event is a part of #SFTechWeek—a week of events hosted by VCs and startups to bring together the tech ecosystem. Learn more at www.tech-week.com.",,,https://partiful.com/e/Ir5DcKLzJsU82NuURcHL
The Future of Agentic AI & MCP,Tue Oct 7,6:00 pm,,"Join us for a candid Q&A with panelists at the forefront of agentic AI and MCP. They’re fully immersed on various parts of the AI stack, from MCP servers, AI agents, and APIs, and will have a spirited discussion on all things agentic AI. The venue is conveniently located less than a block from 16th St Mission BART station! Brought to you by HubSpot Developers, Barndoor AI, and AI Adventurers. Topics we’ll explore: ⦿ Why every org needs an MCP strategy ⦿ Local vs. hosted vs. third-party MCP approaches ⦿ How to manage security guardrails that unlock safe orchestration ⦿ Designing workflows that span apps, APIs, and services ⦿ Taking agentic AI from POC ➡️ production Panelists 🎤 Neil Mansilla – Platform Strategy, Barndoor AI (formerly with Atlassian, Intel, Mashery) 🎤 Chris Riley – Sr. Manager, Developer Advocacy, HubSpot 🎤 [TBD] .. more to come! Sponsors ⦿ HubSpot Developers (developers.hubspot.com/community) ⦿ Barndoor AI (barndoor.ai) ⦿ AI Adventurers (tinyurl.com/bdhffbw9) Agenda 🚪 Doors open: 6PM 🎤 Panel Q&A: 6:30PM - 7:30PM 👯 Science fair demos, network & mingle: 7:30PM - 9PM 🍽️ Food & drinks provided This event is a part of #SFTechWeek—a week of events hosted by VCs and startups to bring together the tech ecosystem. Learn more at www.tech-week.com.",,,https://partiful.com/e/dpPZhCbUzcc4HOJZNl9u
Founder Mode: Founders in Flight,Thu Oct 9,10:00 am,SOMA,"Tech Week meets the open sky. Founder Mode, the podcast for builders, is taking off—literally. In this special edition, we’ll select a handful of founders to join Kevin Henrikson aboard his Vision Jet for in-flight interviews with him and co-host Jason Shafton, recorded high above the Bay. Expect unfiltered conversations about scaling companies, navigating turbulence, and finding clarity at 10,000 feet. This event is a part of #SFTechWeek—a week of events hosted by VCs and startups to bring together the tech ecosystem. Learn more at www.tech-week.com.",,,https://partiful.com/e/dhcJ58W6rgc7tvzWeYIH
Bridging Worlds: The African & Diaspora TechDinner,Wed Oct 8,7:00 pm,FiDi (SF),"This intimate, invitation-only dinner will convene a curated group of venture capitalists, angel investors, tech executives, and leaders from the African diaspora to explore the immense, untapped investment opportunities in the African tech ecosystem. Hosted by Rodgers Nyanzi, Founder and General Partner of the venture platform TrailblzrGO, the evening will feature a short, insightful talk on our ""Think local, disrupt Global!"" thesis—detailing the multi-trillion dollar opportunity in digitizing Africa's core industries and backing diaspora founders in North America. We plan to invite one or two luminary guests, such as a successful exited diaspora founder or a senior tech executive with deep ties to the continent, to share their unique perspectives. What makes this event special is its focus on building a genuine bridge between Silicon Valley capital and the next frontier of global innovation. It offers a rare opportunity for a select group of leaders to move beyond the headlines and engage in a substantive, high-level conversation about a market that will generate the next wave of venture returns. This is not just a dinner; it's the start of a global coalition. This event is a part of #SFTechWeek—a week of events hosted by VCs and startups to bring together the tech ecosystem. Learn more at www.tech-week.com.",,,https://partiful.com/e/ckblS4qI4wAAbJZ8cnI0
AI in Sports,Sat Oct 11,9:00 am,SOMA,"⚡ AI in Sports: A Practical Guide to Building AI-Native Sports Applications We’re bringing together founders, builders, and sports professionals to explore how Artificial Intelligence is shaping the future of sports—from player analytics to fan engagement. This isn’t a high-level “future of AI” chat. It’s a practical, builder-focused guide on how to design and deploy AI-native sports applications. 🏟 What to Expect Playbooks for Sports AI → Frameworks to go from idea → MVP → scalable product. Practical Use Cases → How AI is being applied in athlete management, video analysis, scouting, fan engagement, and sports commerce. Tech Deep Dive → What stacks, models, and APIs actually work in production (computer vision, RAG, AI agents, integrations). Founder Stories → Real examples of startups using AI to solve sports-specific problems. 💡 Who Should Join Sports startup founders & product builders Engineers & AI enthusiasts looking to break into sports tech Coaches, analysts, and sports professionals curious about AI Investors & ecosystem partners exploring opportunities in sports AI 🎯 Why Attend? By the end of this session, you’ll walk away with: A step-by-step guide to building AI-native sports apps Knowledge of real tech stacks & workflows you can start using immediately Insights from live examples and case studies This event is a part of #SFTechWeek—a week of events hosted by VCs and startups to bring together the tech ecosystem. Learn more at www.tech-week.com.",,,https://partiful.com/e/5JYojTvcKFlmV9SAFDkG
Women in AI - discussion & mixer,Wed Oct 8,6:00 pm,Marina,"Join me, Meghana Dhar, at the gorgeous MNT studio in the Marina, for an evening dedicated to connecting women in AI. I’ll be hosting a fireside chat with Arianna McClain, Head of User Research at OpenAI, where we’ll explore her career journey and her perspective on the future of AI. This event is designed to spark both community and connection. We’ll set aside time to mingle, share ideas, and hopefully create relationships that last well beyond Tech Week. Here’s to women leading the way in shaping the future of tech. I can’t wait to see you there. MNT is SF's premier (and my favorite) wellness space and pilates studio. If you need a sweat this week - check them out! This event is part of #SFTechWeek — a week of events hosted by VCs and startups to bring the tech ecosystem together. Learn more at www.tech-week.com.",,,https://partiful.com/e/TycdztSsxkDmHQk2vlxW
Form Your Own H-1B CAP EXEMPT EMPLOYER In One Day,Wed Oct 8,6:30 pm,FiDi (SF),DHS seeks to encourage more nonimmigrant entrepreneurs possessing highly specialized knowledge from the attainment of a US degree or its equivalent to participate in the H-1B program as beneficiaries of a Form I-129 Petition for a Nonimmigrant Worker submitted by their own United States employer. Participants will learn the basics to incorporate in one day. This event is a part of #SFTechWeek—a week of events hosted by VCs and startups to bring together the tech ecosystem. Learn more at www.tech-week.com.,,,https://partiful.com/e/qO9Xm32CNYFYq9pW1hZU
Founders Who Scale Startup Pitch Challenge,Tue Oct 7,12:00 pm,,"Calling all bold, overlooked, and underestimated founders – this is your moment to break through. Amplitude, Braze, and Colorwave are teaming up for an exclusive Startup Pitch Competition built to supercharge early-stage growth. Even if you’ve never used Amplitude or Braze before, you’ll walk away knowing exactly how the world’s fastest-growing startups harness these platforms to turn early traction into unstoppable momentum. We’re looking for the best startups that can tell a compelling story around how Braze and Amplitude would accelerate their growth journey. ⭐️WHY SHOW UP?⭐️ - $10,000 in Cash Prizes: Directly fueling the explosive growth and pioneering development of the winning startups. - Over $100,000 in Software Credits: Unlocking a treasure trove of invaluable tools and resources from leading platforms, catapulting their success to unprecedented heights. - Spotlight on Amplitude, Braze, and Colorwave social channels — reach thousands of potential customers, investors, and partners. Space is limited. Whether you pitch or cheer from the sidelines, this is your chance to get on the radar of industry leaders, investors, and a community that thrives on big ideas. This event is a part of #SFTechWeek—a week of events hosted by VCs and startups to bring together the tech ecosystem. Learn more at www.tech-week.com.",❛o❛,"$10,000",https://partiful.com/e/wwREwXTUrarqmetG13EE
